month,day,year,date,Station,Site,Bay,species,CPUE,
7,8,2022,7/8/2022,395,Mit-5,Mitrofania,rock greenling,9,
7,8,2022,7/8/2022,395,Mit-5,Mitrofania,snake prickleback,1,
7,8,2022,7/8/2022,395,Mit-5,Mitrofania,three spined stickleback,6,
7,8,2022,7/8/2022,395,Mit-5,Mitrofania,whitespotted greenling,30,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,crescent gunnel,2,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,great sculpin,2,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,kelp greenling,4,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,masked greenling,2,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,northern rock sole,1,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,Pacific cod,64,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,pink salmon,20,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,rock greenling,1,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,silver salmon,2,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,silverspotted sculpin,1,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,tubenose poacher,1,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,walleye pollock,14,
7,8,2022,7/8/2022,396,Mit-6,Mitrofania,whitespotted greenling,8,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,Artedius lateralis,1,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,copper rockfish,1,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,dolly varden,5,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,great sculpin,1,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,masked greenling,2,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,Pacific cod,333,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,pink salmon,1,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,walleye pollock,1962,
7,6,2022,7/6/2022,387,PW-1,Port Wrangell,whitespotted greenling,2,
7,6,2022,7/6/2022,388,PW-2,Port Wrangell,chum salmon,3,
7,6,2022,7/6/2022,388,PW-2,Port Wrangell,masked greenling,1,
7,6,2022,7/6/2022,388,PW-2,Port Wrangell,Pacific cod,25,
7,6,2022,7/6/2022,388,PW-2,Port Wrangell,pink salmon,7,
7,6,2022,7/6/2022,388,PW-2,Port Wrangell,walleye pollock,2,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,chum salmon,3,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,kelp greenling,2,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,Pacific cod,176,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,Pacific ocean perch,5,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,Pacific sandfish,1,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,pink salmon,2,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,walleye pollock,93,
7,6,2022,7/6/2022,389,PW-3,Port Wrangell,whitespotted greenling,3,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,adult pink salmon,4,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,chum salmon,1,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,dolly varden,1,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,great sculpin,1,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,kelp greenling,3,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,lingcod,1,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,Pacific cod,25,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,silver salmon,11,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,starry flounder,1,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,walleye pollock,299,
7,6,2022,7/6/2022,390,PW-4,Port Wrangell,whitespotted greenling,8,
5,17,2022,5/17/2022,348,RR-4,Rodman Reach,crescent gunnel,3,
5,17,2022,5/17/2022,348,RR-4,Rodman Reach,great sculpin,9,
5,17,2022,5/17/2022,348,RR-4,Rodman Reach,kelp greenling,1,
5,17,2022,5/17/2022,348,RR-4,Rodman Reach,pink salmon,1,
5,17,2022,5/17/2022,348,RR-4,Rodman Reach,silverspotted sculpin,2,
5,17,2022,5/17/2022,349,RR-3,Rodman Reach,crescent gunnel,4,
5,17,2022,5/17/2022,349,RR-3,Rodman Reach,great sculpin,7,
5,17,2022,5/17/2022,349,RR-3,Rodman Reach,northern rock sole,2,
5,17,2022,5/17/2022,349,RR-3,Rodman Reach,pink salmon,10,
5,17,2022,5/17/2022,349,RR-3,Rodman Reach,snake prickleback,1,
5,17,2022,5/17/2022,350,RR-1,Rodman Reach,crescent gunnel,5,
5,17,2022,5/17/2022,351,RR-birch,Rodman Reach,capelin,2310,
5,17,2022,5/17/2022,351,RR-birch,Rodman Reach,crescent gunnel,4,
5,17,2022,5/17/2022,351,RR-birch,Rodman Reach,great sculpin,3,
5,17,2022,5/17/2022,351,RR-birch,Rodman Reach,Pacific herring,25,
5,17,2022,5/17/2022,351,RR-birch,Rodman Reach,Pacific sandlance,83,
5,17,2022,5/17/2022,351,RR-birch,Rodman Reach,snake prickleback,1,
5,17,2022,5/17/2022,352,RR-2,Rodman Reach,crescent gunnel,8,
5,17,2022,5/17/2022,352,RR-2,Rodman Reach,great sculpin,4,
5,17,2022,5/17/2022,352,RR-2,Rodman Reach,kelp greenling,4,
5,17,2022,5/17/2022,352,RR-2,Rodman Reach,northern rock sole,1,
5,17,2022,5/17/2022,352,RR-2,Rodman Reach,Pacific staghorn sculpin,3,
5,17,2022,5/17/2022,352,RR-2,Rodman Reach,snake prickleback,3,
7,25,2022,7/25/2022,418,RR-4,Rodman Reach,capelin,1,
7,25,2022,7/25/2022,418,RR-4,Rodman Reach,crescent gunnel,1,
7,25,2022,7/25/2022,418,RR-4,Rodman Reach,great sculpin,2,
7,25,2022,7/25/2022,418,RR-4,Rodman Reach,Pacific cod,44,
7,25,2022,7/25/2022,418,RR-4,Rodman Reach,Pacific sandlance,1684,
7,25,2022,7/25/2022,418,RR-4,Rodman Reach,walleye pollock,1,
7,25,2022,7/25/2022,418,RR-4,Rodman Reach,whitespotted greenling,3,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,crescent gunnel,2,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,dolly varden,2,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,great sculpin,3,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,masked greenling,2,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,Pacific cod,69,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,pink salmon,2,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,rock greenling,1,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,snake prickleback,2,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,tubenose poacher,1,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,walleye pollock,5,
7,25,2022,7/25/2022,419,RR-1,Rodman Reach,whitespotted greenling,6,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,crescent gunnel,17,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,great sculpin,14,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,masked greenling,1,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,Pacific cod,190,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,silverspotted sculpin,2,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,snake prickleback,2,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,walleye pollock,1,
7,25,2022,7/25/2022,420,RR-3,Rodman Reach,whitespotted greenling,8,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,capelin,25,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,crescent gunnel,2,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,great sculpin,5,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,masked greenling,4,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,Pacific cod,47,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,pink salmon,1,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,snake prickleback,3,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,three spined stickleback,2,
7,25,2022,7/25/2022,421,RR-2,Rodman Reach,whitespotted greenling,5,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,great sculpin,2,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,masked greenling,4,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,Pacific cod,5,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,penpoint gunnel,1,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,rock greenling,2,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,silverspotted sculpin,4,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,three spined stickleback,1,
7,19,2022,7/19/2022,416,Sand-2,Sand Point,whitespotted greenling,6,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,Artedius lateralis,1,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,English sole,7,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,great sculpin,1,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,kelp greenling,2,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,masked greenling,8,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,northern rock sole,34,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,Pacific cod,13,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,red irish lord,1,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,rock greenling,2,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,silverspotted sculpin,2,
7,19,2022,7/19/2022,417,Sand-3,Sand Point,whitespotted greenling,11,
